Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
GIGYF1	gene	GIGYF1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autism spectrum disorder (MONDO:0005258), GIGYF1-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33057194;35917186		False	3	50;50;0	1.83	True		ENSG00000146830	ENSG00000146830	HGNC:9126													
GJC2	gene	GJC2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	hypomyelinating leukodystrophy 2 MONDO:0012125;hereditary spastic paraplegia 44 MONDO:0013179			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29276893		False	3	100;0;0	1.83	True		ENSG00000198835	ENSG00000198835	HGNC:17494													
GK	gene	GK	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	inborn glycerol kinase deficiency MONDO:0010613;X-linked adrenal hypoplasia congenita MONDO:0010264			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	37091526;33212314		False	3	100;0;0	1.83	True		ENSG00000198814	ENSG00000198814	HGNC:4289													
GLB1	gene	GLB1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	GM1 gangliosidosis MONDO:0018149;mucopolysaccharidosis type 4B MONDO:0009660			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24156116		False	3	100;0;0	1.83	True		ENSG00000170266	ENSG00000170266	HGNC:4298													
GLDC	gene	GLDC	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	glycine encephalopathy MONDO:0011612			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301531		False	3	100;0;0	1.83	True		ENSG00000178445	ENSG00000178445	HGNC:4313													
GLI2	gene	GLI2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome MONDO:0014369			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24744436		False	3	100;0;0	1.83	True		ENSG00000074047	ENSG00000074047	HGNC:4318													
GLI3	gene	GLI3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Greig cephalopolysyndactyly syndrome MONDO:0008287			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301619;20301638		False	3	100;0;0	1.83	True		ENSG00000106571	ENSG00000106571	HGNC:4319													
GLIS3	gene	GLIS3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Diabetes mellitus, neonatal, with congenital hypothyroidism, MIM#610199			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21139041		False	3	100;0;0	1.83	True		ENSG00000107249	ENSG00000107249	HGNC:28510													
GLRA2	gene	GLRA2	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Intellectual developmental disorder, X-linked, syndromic, Pilorge type, MIM# 301076			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	26370147;20479760;35294868		False	3	100;0;0	1.83	True		ENSG00000101958	ENSG00000101958	HGNC:4327													
GLS	gene	GLS	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Epileptic encephalopathy, early infantile, 71, MIM# 618328;Global developmental delay, progressive ataxia, and elevated glutamine, MIM# 618412			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30970188;30239721;30575854		False	3	100;0;0	1.83	True	Other	ENSG00000115419	ENSG00000115419	HGNC:4331													
GLUL	gene	GLUL	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Glutamine deficiency, congenital MIM#610015;Developmental and epileptic encephalopathy 116, MIM# 620806			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	16267323;21353613;33150193		False	3	100;0;0	1.83	True		ENSG00000135821	ENSG00000135821	HGNC:4341													
GM2A	gene	GM2A	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Tay-Sachs disease AB variant MONDO:0010099			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33819415;20301397		False	3	100;0;0	1.83	True		ENSG00000196743	ENSG00000196743	HGNC:4367													
GMPPA	gene	GMPPA	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	alacrima, achalasia, and intellectual disability syndrome MONDO:0014219			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31898852;35607266		False	3	100;0;0	1.83	True		ENSG00000144591	ENSG00000144591	HGNC:22923													
GMPPB	gene	GMPPB	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	myopathy caused by variation in GMPPB MONDO:0700084			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23768512;26133662;27147698		False	3	100;0;0	1.83	True		ENSG00000173540	ENSG00000173540	HGNC:22932													
GNAI1	gene	GNAI1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities, MIM# 619854			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28135719;33473207		False	3	100;0;0	1.83	True		ENSG00000127955	ENSG00000127955	HGNC:4384													
GNAO1	gene	GNAO1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 17;Neurodevelopmental disorder with involuntary movements			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28747448;30682224		False	3	100;0;0	1.83	True	Other	ENSG00000087258	ENSG00000087258	HGNC:4389													
GNAS	gene	GNAS	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Pseudohypoparathyroidism Ia (103580);Pseudohypoparathyroidism Ib (603233);Pseudohypoparathyroidism Ic (612462);Pseudopseudohypoparathyroidism (612463)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000087460	ENSG00000087460	HGNC:4392													
GNB1	gene	GNB1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 42, MIM# 616973			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27108799;30194818;27668284;31034681		False	3	100;0;0	1.83	True		ENSG00000078369	ENSG00000078369	HGNC:4396													
GNB2	gene	GNB2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Neurodevelopmental disorder with hypotonia and dysmorphic facies, MIM#	619503"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31698099;33971351;34183358;33057194		False	3	67;33;0	1.83	True		ENSG00000172354	ENSG00000172354	HGNC:4398													
GNB5	gene	GNB5	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual developmental disorder with cardiac arrhythmia, 617173;Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, 617182;Early infantile epileptic encephalopathy (EIEE)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27523599;27677260;28697420;29368331		False	3	100;0;0	1.83	True		ENSG00000069966	ENSG00000069966	HGNC:4401													
GNE	gene	GNE	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Sialuria, MIM#269921			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000159921	ENSG00000159921	HGNC:23657													
GNPAT	gene	GNPAT	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	glyceronephosphate O-acyltransferase deficiency MONDO:0100273			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	9843043;19270340;21990100		False	3	100;0;0	1.83	True		ENSG00000116906	ENSG00000116906	HGNC:4416													
GNPTAB	gene	GNPTAB	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	GNPTAB-mucolipidosis MONDO:0100122			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301728		False	3	0;0;0	1.83	True		ENSG00000111670	ENSG00000111670	HGNC:29670													
GNPTG	gene	GNPTG	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mucolipidosis III gamma, MIM# 252605;MONDO:0009652			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	10712439;19370764;19659762;33507475;33023972;32651481		False	3	100;0;0	1.83	True		ENSG00000090581	ENSG00000090581	HGNC:23026													
GNS	gene	GNS	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	mucopolysaccharidosis type 3D MONDO:0009658			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31536183;25851924;17998446;6450420		False	3	100;0;0	1.83	True		ENSG00000135677	ENSG00000135677	HGNC:4422													
GOLGA2	gene	GOLGA2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Developmental delay with hypotonia, myopathy, and brain abnormalities, MIM 620240			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 30237576;26742501;34424553		False	3	50;50;0	1.83	True		ENSG00000167110	ENSG00000167110	HGNC:4425													
GON4L	gene	GON4L	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	complex neurodevelopmental disorder MONDO:0100038			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	39500882;21937992		False	3	100;0;0	1.83	True		ENSG00000116580	ENSG00000116580	HGNC:25973													
GOT2	gene	GOT2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Epileptic encephalopathy, early infantile, 82, MIM#	618721"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31422819		False	3	100;0;0	1.83	True		ENSG00000125166	ENSG00000125166	HGNC:4433													
GPAA1	gene	GPAA1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Glycosylphosphatidylinositol biosynthesis defect 15, MIM# 617810			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29100095		False	3	100;0;0	1.83	True		ENSG00000197858	ENSG00000197858	HGNC:4446													
GPATCH11	gene	GPATCH11	Expert Review Green;Other	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, MONDO:0700092, GPATCH11-related;Leber congenital amaurosis and developmental delay			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	39572588		False	3	100;0;0	1.83	True		ENSG00000152133	ENSG00000152133	HGNC:26768													
GPC3	gene	GPC3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Simpson-Golabi-Behmel syndrome MONDO:0010731			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	https://search.clinicalgenome.org/CCID:004990		False	3	100;0;0	1.83	True		ENSG00000147257	ENSG00000147257	HGNC:4451													
GPC4	gene	GPC4	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Keipert syndrome OMIM# 301026			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 30982611		False	3	100;0;0	1.83	True		ENSG00000076716	ENSG00000076716	HGNC:4452													
GPRC5B	gene	GPRC5B	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Megalencephalic leukoencephalopathy with subcortical cysts 3 MIM#620447			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 37143309		False	3	100;0;0	1.83	True		ENSG00000167191	ENSG00000167191	HGNC:13308													
GPT2	gene	GPT2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with microcephaly and spastic paraplegia, MIM# 616281			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27601654;25758935		False	3	100;0;0	1.83	True		ENSG00000166123	ENSG00000166123	HGNC:18062													
